compound_id,SMILES,binding_mode_class,pic50,pic50_date,DATESOLVED,docking_folder,aminohetaryl_c1_amide_split,aryl_c1_amide_c2_hetaryl_split,temporal_2012_split,c1_hetaryl_alkyl_c2_hetaryl_split,temporal_2013_split,temporal_2011_split,random_split
579,O=C1c2ccccc2C(=O)N1CCc1nc(-c2cccnc2)no1,aryl_c1_amide_c2_hetaryl,4.7852887379313265,04-Apr-2011,07-Oct-10,5seo_579,train,test,train,val,train,test,val
580,O=C(Nc1ccn(C2CCCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.2476441958464988,05-Oct-2009,04-Sep-08,5sfk_580,test,train,train,train,train,train,train
581,CN(CCNC(=O)c1nc(C2CC2)cnc1Nc1cncnc1)C(=O)c1ccccn1,aminohetaryl_c1_amide,5.0,07-Jun-2010,27-Apr-10,5sfl_581,test,train,train,train,train,train,train
582,Cc1c(Cl)cc(Cl)c2nc(CCc3nncn3-c3ccccc3)nn12,c1_hetaryl_alkyl_c2_hetaryl,7.143996546002779,27-Aug-2012,01-Feb-12,5sej_582,val,val,test,test,val,,test
583,CN(C)C(=O)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.0564906451282094,26-Aug-2009,07-Apr-09,5sfu_583,test,train,train,train,train,train,test
584,CCc1cnc(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,8.5431635677685964,28-Jan-2013,18-Jun-12,5sfw_584,val,val,,test,test,,test
585,O=C(Nc1cccc(F)c1C(=O)N1CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.776504059037605,29-Sep-2010,27-Apr-10,5se5_585,test,train,train,train,train,train,val
586,CN(C)c1nc(OCc2cc3ccccn3n2)nc2ccc(Cl)cc12,c1_hetaryl_alkyl_c2_hetaryl,6.37282060228622615,18-Apr-2011,09-Feb-11,5sed_586,train,train,train,test,train,test,train
587,Cc1nc2cc(Cl)ccc2nc1OCc1nc(-c2ccccc2)cn1C,c1_hetaryl_alkyl_c2_hetaryl,8.3926522232315866,07-Feb-2011,20-Dec-10,5sf9_587,train,train,train,test,train,test,train
588,CNC(=O)c1cc(C(F)(F)F)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.4064924106682346,01-Sep-2010,27-Apr-10,5se5_588,test,train,train,train,train,train,val
589,O=C(Nc1cncnc1C(=O)N1CCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.2814235823742675,28-Jun-2010,27-Apr-10,5sfl_589,test,train,train,train,train,train,test
590,Cc1nn2ccc(CCc3nc(N4CCCC4)nn3C)nc2c1C,c1_hetaryl_alkyl_c2_hetaryl,7.774690718274137,25-Sep-2012,10-May-12,5seq_590,val,val,test,test,val,,train
591,O=C(NCCC(=O)N1CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.81654821792461935,14-Jun-2010,27-Apr-10,5sfl_591,test,train,train,train,train,train,train
592,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1onc2ccc(Br)cc12,aryl_c1_amide_c2_hetaryl,7.990379159185675,22-Nov-2010,04-Feb-10,5se7_592,train,test,train,train,train,val,val
593,O=C(Nc1ccn(CC2CC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.635242693428789,05-Oct-2009,04-Sep-08,5sfk_593,test,train,train,train,train,train,val
594,CN(C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C)C1COC1,aminohetaryl_c1_amide,6.719510409590322,12-Jul-2010,27-Apr-10,5sfl_594,test,train,train,train,train,train,train
595,CC(C)(O)CNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1CC(F)(F)F,aminohetaryl_c1_amide,7.6049926506067205,10-May-2010,27-Apr-10,5sfl_595,test,train,train,train,train,train,test
596,Cc1ncc(C)n2nc(/C=C/c3nc(N4CCCC4)cn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.485594812935054,06-May-2013,15-NOV-12,5sfy_596,val,val,,test,test,,test
597,O=C(Nc1ccn(CCO)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.297233532304884,19-Oct-2009,04-Sep-08,5sfk_597,test,train,train,train,train,train,train
598,Cn1cc(-c2ccccc2)nc1COc1cnc2cc(Cl)ccc2n1,c1_hetaryl_alkyl_c2_hetaryl,8.0101054362812265,03-Jan-2011,20-Dec-10,5sf9_598,train,train,train,test,train,test,test
599,CNC(=O)c1cc(NC(C)=O)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,9.417936637088291,17-Aug-2010,27-Apr-10,5se5_599,test,train,train,train,train,train,train
600,CCN(CCO)C(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.2728899983590845,09-Aug-2010,27-Apr-10,5sfl_600,test,train,train,train,train,train,train
601,CCc1nc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cs1,aryl_c1_amide_c2_hetaryl,5.94618887060007948,05-Jul-2010,03-May-10,5sfj_601,train,test,train,train,train,train,train
602,CCOc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1,aminohetaryl_c1_amide,7.592048529167327,04-Apr-2011,27-Apr-10,5se5_602,test,train,train,val,train,test,val
603,O=C(Nc1ccn(CC(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.1944991418415998,05-Oct-2009,04-Sep-08,5sfk_603,test,train,train,train,train,train,train
604,Cc1c(C#N)cc(C#N)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,7.5138671821542964,17-Jul-2012,04-Jun-12,5seu_604,val,val,test,test,val,,test
605,Cc1ncc(C2CC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.4839488870025273,03-Jun-2013,18-Jun-12,5sfw_605,val,val,,test,test,,train
606,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1ccno1,aryl_c1_amide_c2_hetaryl,5.6295983202070704,29-Nov-2010,04-Feb-10,5se7_606,train,test,train,train,train,val,train
607,O=C(Nc1cnoc1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.714892970433188,19-Aug-2009,15-Jun-09,5sf4_607,test,train,train,train,train,train,train
608,COc1ccc(Cl)cc1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,5.8605714917495001,06-Aug-2009,31-Mar-09,5sel_608,train,test,train,train,train,train,test
609,Cc1ncc(C)n2nc(CCc3nc(C(=O)N(C)C)cn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,5.79736812248453187,05-Dec-2011,08-Nov-11,5sep_609,train,train,val,test,train,test,train
610,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)n1,aminohetaryl_c1_amide,7.283963250382191,05-Oct-2009,04-Sep-08,5sfk_610,test,train,train,train,train,train,val
611,CNC(=O)c1nn(CCOC)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.0408870265757744,19-Oct-2009,30-Sep-09,5sdz_611,test,train,train,train,train,train,train
612,CN(C)c1nc(/C=C/c2nc(Br)cs2)nc2ccc(Cl)cc12,c1_hetaryl_alkyl_c2_hetaryl,5.83223560166234964,23-May-2011,09-Feb-11,5sed_612,train,train,train,test,train,test,train
613,CN(C(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1)C1CC1,aminohetaryl_c1_amide,7.5715574197200115,26-Jul-2010,27-Apr-10,5se5_613,test,train,train,train,train,train,train
614,O=C(Nc1cnn(Cc2ccccc2)c1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.159956669396506,05-Oct-2009,09-Mar-09,5sdy_614,test,train,train,train,train,train,train
615,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(I)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,6.9096043775940199,22-Oct-2012,01-Feb-12,5sej_615,val,val,test,test,val,,train
616,Cc1nc2ccccc2nc1OCc1cccc(N2CCCCC2)n1,c1_hetaryl_alkyl_c2_hetaryl,5.77231147139118295,07-Mar-2011,20-Dec-10,5sf9_616,train,train,train,test,train,test,val
617,CCCN(CCC)C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,7.3717541552296553,28-Jun-2010,27-Apr-10,5sfl_617,test,train,train,train,train,train,train
618,Cc1ncc(C)n2nc(/C=C/c3nc(-c4cc[nH]n4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,7.340701945133838,10-Dec-2012,15-NOV-12,5sfy_618,val,val,test,test,val,,train
619,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1cc[nH]n1,aryl_c1_amide_c2_hetaryl,6.4080798964961124,28-Sep-2009,10-Sep-08,5sdw_619,train,test,train,train,train,train,train
620,Cc1cn2nc(C)c(C)c2nc1CCc1nc(N2CCCC2)nn1C,c1_hetaryl_alkyl_c2_hetaryl,7.1193693070615216,12-Nov-2012,10-May-12,5seq_620,val,val,test,test,val,,train
621,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,10.029492878147215,31-Aug-2009,06-Mar-09,5sf2_621,test,train,train,train,train,train,train
622,CN(C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C)C1CC1,aminohetaryl_c1_amide,7.2811330927096936,12-Jul-2010,27-Apr-10,5sfl_622,test,train,train,train,train,train,train
623,CN(C)c1nc2ccc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)cn2n1,aryl_c1_amide_c2_hetaryl,7.602424951997711,02-May-2011,21-Sep-10,5seh_623,train,test,train,val,train,test,train
624,CC(C)Cn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,aminohetaryl_c1_amide,8.229958445680331,05-Oct-2009,04-Sep-08,5sfk_624,test,train,train,train,train,train,train
625,O=C(NC1CCCC1)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.894489815230026,21-Sep-2009,07-Apr-09,5sfu_625,test,train,train,train,train,train,train
626,[2H]C1([2H])CCC([2H])([2H])N1c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1,c1_hetaryl_alkyl_c2_hetaryl,8.638272163982407,28-May-2013,13-FEB-13,5sfs_626,val,val,,test,test,,train
627,O=C(Nc1ccnc(Cl)n1)c1cn(-c2ccc3ccccc3n2)cn1,aryl_c1_amide_c2_hetaryl,5.91071534872642461,06-Aug-2009,05-Jun-09,5sen_627,train,test,train,train,train,train,train
628,O=C1CN(C(=O)c2ccncc2NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)CCN1,aminohetaryl_c1_amide,6.6352670705572272,21-Sep-2009,07-Apr-09,5sfu_628,test,train,train,train,train,train,test
629,Cc1ncc(C)n2nc(/C=C/c3ncn(-c4ccccc4)n3)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.7892214734128948,11-Mar-2013,15-NOV-12,5sfy_629,val,val,,test,test,,train
630,CCNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)sc2c1CCCC2,aminohetaryl_c1_amide,5.5707651452937607,07-Jun-2010,27-Apr-10,5se5_630,test,train,train,train,train,train,test
631,O=C(NCc1nccn1Cc1ccccc1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.5633937401863337,28-Jun-2010,27-Apr-10,5se5_631,test,train,train,train,train,train,train
632,O=C(Nc1ccn(C2CCCCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.7155241469946791,05-Oct-2009,04-Sep-08,5sfk_632,test,train,train,train,train,train,val
633,COc1cnc(C)n2c(CCc3nc(N4CCCC4)nn3C)nnc12,c1_hetaryl_alkyl_c2_hetaryl,5.3780907119603534,08-Apr-2013,18-Jun-12,5sfw_633,val,val,,test,test,,train
634,Cn1nc(-c2ccc(C(F)(F)F)cn2)cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,aryl_c1_amide_c2_hetaryl,7.5859463249690537,26-Aug-2009,31-Mar-09,5sel_634,train,test,train,train,train,train,val
635,O=C(Nc1ccn(S(=O)(=O)C(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.7392133313450238,19-Oct-2009,04-Sep-08,5sfk_635,test,train,train,train,train,train,val
636,Cn1nc(-c2ccccn2)cc1NC(=O)c1cc(Br)c[nH]c1=O,aryl_c1_amide_c2_hetaryl,6.5296380280439796,14-Sep-2009,31-Mar-09,5sel_636,train,test,train,train,train,train,train
637,CNC(=O)c1c(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)cnn1CC1CC1,aminohetaryl_c1_amide,6.5922913524264956,11-Jan-2010,09-Mar-09,5sdy_637,test,train,train,train,train,train,train
638,O=C(Nc1ccc(F)cc1C(=O)N1CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.344669441990659,28-Sep-2010,27-Apr-10,5se5_638,test,train,train,train,train,train,train
639,CN(CCO)C(=O)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.7239290068629662,28-Sep-2009,07-Apr-09,5sfu_639,test,train,train,train,train,train,train
640,COCCn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.8497963712371919,05-Oct-2009,04-Sep-08,5sfk_640,test,train,train,train,train,train,train
641,O=C(N[C@@H](CO)Cc1ccccc1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,5.84501852797372556,07-Jun-2010,27-Apr-10,5sfl_641,test,train,train,train,train,train,train
642,O=C(Nc1ccnn1CC(F)F)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.341626047239485,19-Oct-2009,27-Jul-09,5se0_642,test,train,train,train,train,train,train
643,CCCn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.8531280969142614,05-Oct-2009,04-Sep-08,5sfk_643,test,train,train,train,train,train,train
644,Cn1cc(-c2ccccc2)nc1COc1nc2ccccc2nc1C(F)(F)F,c1_hetaryl_alkyl_c2_hetaryl,7.5817650182432357,03-Jan-2011,20-Dec-10,5sf9_644,train,train,train,test,train,test,train
645,CC(C)(O)CNC(=O)c1cc(F)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.867100230055517,28-Sep-2010,27-Apr-10,5sfl_645,test,train,train,train,train,train,val
646,CC(C)(O)CNC(=O)c1cc(Cl)ncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.792210616704151,02-Aug-2010,27-Apr-10,5sfl_646,test,train,train,train,train,train,train
647,CC(C)c1nc2cc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)ccn2n1,aryl_c1_amide_c2_hetaryl,7.3771541703996693,18-Oct-2010,04-Feb-10,5se7_647,train,test,train,train,train,train,test
648,Cc1ncc(C)n2nc(/C=C/c3nc(Br)cn3-c3ccccc3)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.6942188487450176,12-Aug-2013,15-NOV-12,5sfy_648,val,val,,test,test,,test
649,CN(c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1)C1CC1,aryl_c1_amide_c2_hetaryl,7.3782987813237402,05-Sep-2011,21-Sep-10,5seh_649,train,test,val,val,train,test,train
650,CNC(=O)c1cc2[nH]c(-c3ccccc3)nc2cc1NC(=O)c1cc(C(C)(C)C)nn1C,aryl_c1_amide_c2_hetaryl,6.9401564824554188,19-Oct-2009,10-Sep-08,5sdw_650,train,test,train,train,train,train,train
651,O=C(NC1CCCCC1)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.698319050706423,19-Oct-2009,07-Apr-09,5sfu_651,test,train,train,train,train,train,train
652,CN(C)c1nc2ccc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)cn2n1,aryl_c1_amide_c2_hetaryl,8.0575157083789124,02-May-2011,21-Sep-10,5seh_652,train,test,train,val,train,test,train
653,O=C(Nc1cc(C2CCCC2)n[nH]1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,6.42542822736206476,06-Aug-2009,28-May-09,5sea_653,test,train,train,train,train,train,train
654,CCn1nccc1NC(=O)c1ccc2cc(-c3ccccc3)nn2c1,aryl_c1_amide_c2_hetaryl,6.24018791796751776,19-Aug-2009,28-Jul-09,5sfp_654,train,test,train,train,train,train,train
655,Cn1nc(-c2ccccn2)cc1NC(=O)c1cccc2c1OCCO2,aryl_c1_amide_c2_hetaryl,5.0,06-Aug-2009,31-Mar-09,5sel_655,train,test,train,train,train,train,train
656,CNC(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3cccc(F)c3)nc2n1,aryl_c1_amide_c2_hetaryl,7.2101725996824473,23-May-2011,12-Apr-11,5sfe_656,train,test,train,val,train,test,val
657,Cn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)NCC(C)(F)F,aminohetaryl_c1_amide,8.6497519816658373,03-May-2010,27-Apr-10,5sfl_657,test,train,train,train,train,train,test
658,Cc1ncc(Br)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,7.4647058799572295,03-Jun-2013,18-Jun-12,5sfw_658,val,val,,test,test,,train
659,COC(=O)c1cccnc1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,aryl_c1_amide_c2_hetaryl,5.5659273053116291,15-Nov-2010,04-Feb-10,5se7_659,train,test,train,train,train,val,train
660,CCc1cc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)on1,aryl_c1_amide_c2_hetaryl,6.33869381350990446,02-Aug-2010,03-May-10,5sfj_660,train,test,train,train,train,train,train
661,O=C(NC[C@@H]1[C@@H](c2ccccc2)C1(F)F)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.020220882304126928,07-Jun-2010,27-Apr-10,5sfl_661,test,train,train,train,train,train,val
662,Cn1nc(-c2ccccn2)cc1NC(=O)c1ccn(CC(F)(F)F)n1,aryl_c1_amide_c2_hetaryl,5.0,06-Aug-2009,31-Mar-09,5sel_662,train,test,train,train,train,train,train
663,Cc1c(Cl)cc(Cl)c2nc(CCc3cn4ccccc4n3)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.02662640974571,27-Aug-2012,01-Feb-12,5sej_663,val,val,test,test,val,,train
664,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(-c2ccccn2)n[nH]1,aryl_c1_amide_c2_hetaryl,8.0809742354126395,07-Sep-2009,31-Mar-09,5sf0_664,train,test,train,train,train,train,train
665,O=C(NCCCS(=O)(=O)c1ccccc1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.0849723504790264,28-Jun-2010,27-Apr-10,5sfl_665,test,train,train,train,train,train,train
666,CCOc1ccccc1C(=O)Nc1cc(-c2ccccn2)nn1C,aryl_c1_amide_c2_hetaryl,5.62288944413724656,30-Nov-2009,31-Mar-09,5sel_666,train,test,train,train,train,train,train
667,O=C(Nc1ccccc1C(=O)C1CCCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.8960595149169786,09-Aug-2010,27-Apr-10,5se5_667,test,train,train,train,train,train,test
668,O=C(NCc1ccc(C(F)(F)F)cc1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.000499726051774,28-Jun-2010,27-Apr-10,5sfl_668,test,train,train,train,train,train,val
669,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn(Cc2cn(-c3ccc(Cl)c(Cl)c3)cn2)n1,aryl_c1_amide_c2_hetaryl,7.0947655584796883,06-Sep-2010,16-Aug-10,5sfq_669,train,test,train,train,train,train,train
670,O=C(Nc1nnc(-c2ccccc2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,6.36156965134942365,24-Aug-2009,15-Jun-09,5sf4_670,test,train,train,train,train,train,test
671,COc1cnc(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,7.9659939453997126,15-Apr-2013,18-Jun-12,5sfw_671,val,val,,test,test,,train
672,Cc1ncc(C(C)C)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,c1_hetaryl_alkyl_c2_hetaryl,8.154282423927969,22-Jul-2013,18-Jun-12,5sfw_672,val,val,,test,test,,test
673,Cn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)N1CC(F)C1,aminohetaryl_c1_amide,7.8300787232309774,10-May-2010,27-Apr-10,5sfl_673,test,train,train,train,train,train,train
674,O=C(Nc1cc(F)cc(F)c1C(=O)N1CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.4444340112705607,11-Oct-2010,27-Apr-10,5sfl_674,test,train,train,train,train,train,test
675,CNC(=O)c1cn(C)c(CCc2nc3c(C)ncc(C)n3n2)n1,c1_hetaryl_alkyl_c2_hetaryl,6.640773715598186,05-Dec-2011,08-Nov-11,5sep_675,train,train,val,test,train,test,val
676,O=C(Nc1cc(F)c(F)cc1C(=O)N1CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.5507506217767384,01-Sep-2010,27-Apr-10,5se5_676,test,train,train,train,train,train,train
677,Cn1nc(C2CCCC2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,6.35710093412524857,10-Aug-2009,15-Jun-09,5sf4_677,test,train,train,train,train,train,train
678,Cc1cn2nc(CCc3nc(N4CCCC4)nn3C)nc2cn1,c1_hetaryl_alkyl_c2_hetaryl,6.031982416066435995,21-May-2012,10-May-12,5seq_678,train,train,test,test,val,,val
679,O=C(Nc1ccc2cc(-c3ccccc3)nn2c1)c1ccno1,aryl_c1_amide_c2_hetaryl,5.6275366929970878,26-Oct-2009,28-Jul-09,5sfp_679,train,test,train,train,train,train,train
680,CN(CC(F)(F)F)C(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.0939883747285872,26-Jul-2010,27-Apr-10,5sfl_680,test,train,train,train,train,train,train
681,CC(C)(O)CNC(=O)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.6827726508235794,28-Sep-2009,07-Apr-09,5sfu_681,test,train,train,train,train,train,val
682,O=C(NCc1cn(-c2ccccc2)cn1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.2743415077987792,07-Jun-2010,27-Apr-10,5sfl_682,test,train,train,train,train,train,val
683,CCCCN(C)C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C,aminohetaryl_c1_amide,7.734993394339413,28-Jun-2010,27-Apr-10,5sfl_683,test,train,train,train,train,train,train
684,Cc1ccc(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)cn1,aryl_c1_amide_c2_hetaryl,5.3304744850124077,30-May-2011,09-Feb-11,5se3_684,train,test,,val,train,test,train
685,CN(C)C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)ccc(F)c1F,aminohetaryl_c1_amide,7.6183074479418362,28-Sep-2010,27-Apr-10,5sfl_685,test,train,train,train,train,train,test
686,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.3675427078152755,05-Oct-2009,06-Mar-09,5sf2_686,test,train,train,train,train,train,train
687,Cc1nc2nc(CCc3nc(-c4ccccc4)cn3C)[nH]c(=O)c2n1C,c1_hetaryl_alkyl_c2_hetaryl,6.4792584563953129,23-May-2011,25-Jun-10,5se4_687,train,train,train,test,train,test,train
688,O=C(NC1CC1)c1ccncc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.6831912479469775,21-Sep-2009,07-Apr-09,5sfu_688,test,train,train,train,train,train,train
689,CN(C)C(=O)c1cc(F)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.1071265931112344,01-Sep-2010,27-Apr-10,5se5_689,test,train,train,train,train,train,val
690,COc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)N(C)C,aminohetaryl_c1_amide,7.9122185821904574,21-Jun-2010,27-Apr-10,5se5_690,test,train,train,train,train,train,test
691,Cc1ncc(C)n2nc(/C=C/c3nc(N4CCC[C@H]4CF)nn3C)nc12,c1_hetaryl_alkyl_c2_hetaryl,6.10376774558313738,15-Apr-2013,15-NOV-12,5sfy_691,val,val,,test,test,,train
692,CC(C)n1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,aminohetaryl_c1_amide,7.3203086991828537,05-Oct-2009,04-Sep-08,5sfk_692,test,train,train,train,train,train,train
693,CN(C)C(=O)Cc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1,aminohetaryl_c1_amide,7.012152430377012,30-May-2011,27-Apr-10,5se5_693,test,train,train,val,train,test,train
694,O=C(Nc1cccc(OCC(F)(F)F)c1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,7.7940111492475481,28-Feb-2011,27-Apr-10,5se5_694,test,train,train,val,train,test,val
695,O=C(Nc1ccn(C2CCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.680311106750501,05-Oct-2009,04-Sep-08,5sfk_695,test,train,train,train,train,train,train
696,CCN(C)C(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,8.226662315942541,10-Jun-2010,27-Apr-10,5se5_696,test,train,train,train,train,train,train
697,O=C(Nc1ccn(-c2ccc(F)cc2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,7.630338940621702,05-Oct-2009,04-Sep-08,5sfk_697,test,train,train,train,train,train,train
698,O=C(Nc1ccn(CCF)n1)c1nc(C2CC2)ccc1Nc1cncnc1,aminohetaryl_c1_amide,8.0070490394295533,05-Oct-2009,04-Sep-08,5sfk_698,test,train,train,train,train,train,train
699,O=C(NCc1ccc2nccnc2c1)c1nc(C2CC2)cnc1Nc1cncnc1,aminohetaryl_c1_amide,6.8483880911523713,07-Jun-2010,27-Apr-10,5sfl_699,test,train,train,train,train,train,train
700,CN(C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C)C1CCOCC1,aminohetaryl_c1_amide,7.3794371506400038,05-Jul-2010,27-Apr-10,5sfl_700,test,train,train,train,train,train,train
